iter	R2	RMSE
885	0.7994514549	0.1334249454
886	0.7994771592	0.1334163946
887	0.7995011874	0.1334084009
888	0.7995489089	0.1333925234
889	0.79959986	0.1333755693
890	0.7996218831	0.1333682404
891	0.7996497015	0.1333589824
892	0.7997254415	0.1333337726
893	0.7997450356	0.13332725
894	0.7997725259	0.1333180984
895	0.7998110932	0.1333052581
896	0.7998296176	0.1332990902
897	0.7998482024	0.133292902
898	0.7998755284	0.1332838027
899	0.7999280097	0.1332663252
900	0.7999795357	0.1332491636
901	0.8000034632	0.1332411933
902	0.8001267277	0.1332001265
903	0.8001586647	0.1331894843
904	0.8001988837	0.1331760811
905	0.8002212765	0.133168618
906	0.8002475749	0.1331598527
907	0.8003008764	0.1331420855
908	0.8003423911	0.1331282456
909	0.800380098	0.1331156739
910	0.8004022144	0.1331082996
911	0.8004291732	0.1330993101
912	0.8004487455	0.1330927832
913	0.8005059706	0.1330736984
914	0.800527777	0.1330664252
915	0.8005680067	0.1330530061
916	0.8005934109	0.1330445315
917	0.8006551955	0.1330239185
918	0.8006841787	0.1330142478
919	0.8007169691	0.1330033059
920	0.8007395106	0.1329957835
921	0.8008024773	0.1329747684
922	0.8008368458	0.1329632965
923	0.8008602145	0.1329554957
924	0.800917328	0.1329364284
925	0.8009584084	0.1329227121
926	0.8009846684	0.1329139434
927	0.8010041047	0.1329074529
928	0.8010243364	0.1329006964
929	0.8010500226	0.132892118
930	0.8010786183	0.1328825671
931	0.8011365613	0.1328632123
932	0.8011762448	0.1328499551
933	0.8013025617	0.1328077472
934	0.8013501921	0.1327918284
935	0.8014030533	0.1327741591
936	0.80142301	0.1327674878
937	0.8014308902	0.1327648534
938	0.8015480418	0.1327256834
939	0.8015925948	0.132710784
940	0.8016052826	0.1327065406
941	0.8016567955	0.1326893109
942	0.8016799316	0.1326815718
943	0.8017479457	0.1326588182
944	0.8017963712	0.1326426155
945	0.8018088147	0.1326384516
946	0.8018500221	0.132624662
947	0.8018641573	0.1326199315
948	0.8018850205	0.132612949
949	0.8019052034	0.1326061939
950	0.8019651466	0.1325861291
951	0.8020038024	0.1325731883
952	0.8020544086	0.1325562449
953	0.8020743664	0.1325495623
954	0.8021390958	0.1325278861
955	0.8022494859	0.1324909111
956	0.802263388	0.1324862539
957	0.8023170838	0.1324682642
958	0.8023456624	0.1324586885
959	0.8023595714	0.1324540278
960	0.8023730798	0.1324495013
961	0.8024004892	0.1324403161
962	0.8024530456	0.132422702
963	0.8024746772	0.1324154516
964	0.8025319085	0.1323962671
965	0.802544386	0.1323920841
966	0.8026597274	0.1323534108
967	0.8027004748	0.1323397458
968	0.802770329	0.1323163161
969	0.8028004033	0.1323062277
970	0.8029083348	0.1322700158
971	0.8029976697	0.1322400356
972	0.8030493712	0.1322226819
973	0.8030984307	0.1322062128
974	0.8031554358	0.1321870739
975	0.803175427	0.1321803614
976	0.803195327	0.1321736792
977	0.8032175673	0.1321662107
978	0.8032332532	0.132160943
979	0.8032553485	0.1321535224
980	0.8032648477	0.1321503321
981	0.8033226085	0.1321309312
982	0.8034252199	0.1320964588
983	0.8034719287	0.1320807639
984	0.803492174	0.1320739606
985	0.8035423026	0.1320571136
986	0.803591797	0.1320404778
987	0.8036165932	0.1320321426
988	0.8036357841	0.1320256912
989	0.803645156	0.1320225406
990	0.803693335	0.1320063426
991	0.8037502777	0.1319871956
992	0.8037606601	0.1319837043
993	0.8037699644	0.1319805754
994	0.8038243887	0.1319622717
995	0.8038427162	0.1319561074
996	0.8038608141	0.1319500199
997	0.8039266581	0.1319278702
998	0.8039522213	0.1319192699
999	0.8039713252	0.1319128423
1000	0.8040108071	0.1318995574
1001	0.8040477098	0.1318871392
1002	0.8040929266	0.1318719215
1003	0.8041395069	0.1318562432
1004	0.804149392	0.1318529157
1005	0.8042480869	0.1318196893
1006	0.8042659602	0.1318136712
1007	0.8042866539	0.1318067031
1008	0.8043269333	0.1317931389
1009	0.8043817589	0.1317746741
1010	0.8044144869	0.1317636503
1011	0.8044323678	0.1317576271
1012	0.8044954864	0.1317363633
1013	0.8045192094	0.1317283705
1014	0.804544136	0.1317199715
1015	0.8045713956	0.131710786
1016	0.8046106197	0.1316975676
1017	0.8046203505	0.1316942881
1018	0.8046530781	0.1316832578
1019	0.8047164712	0.1316618894
1020	0.8047719941	0.1316431711
1021	0.8047824077	0.13163966
1022	0.8048271453	0.1316245754
1023	0.8048375071	0.1316210813
1024	0.8048529398	0.1316158772
1025	0.8048907431	0.1316031285
1026	0.8049050086	0.1315983172
1027	0.8049486072	0.1315836121
1028	0.8049603688	0.1315796447
1029	0.8049932626	0.1315685487
1030	0.8050142238	0.1315614774
1031	0.8050373758	0.1315536666
1032	0.8051349718	0.1315207353
1033	0.8051766462	0.1315066709
1034	0.8051964313	0.1314999932
1035	0.8052316664	0.1314881001
1036	0.8052517386	0.1314813246
1037	0.8052998281	0.1314650901
1038	0.8053487736	0.1314485646
1039	0.8053675346	0.1314422298
1040	0.805407002	0.1314289023
1041	0.8054210375	0.1314241624
1042	0.8054347633	0.1314195269
1043	0.80544748	0.131415232
1044	0.8054569774	0.1314120244
1045	0.8055374269	0.1313848501
1046	0.8055553326	0.1313788011
1047	0.8056020532	0.1313630165
1048	0.8056517534	0.1313462232
1049	0.805682293	0.131335903
1050	0.8057681879	0.1313068724
1051	0.8058196277	0.1312894838
1052	0.8058628552	0.1312748695
1053	0.8059068444	0.1312599959
1054	0.8059405912	0.1312485844
1055	0.8059948364	0.1312302392
1056	0.8060047571	0.1312268839
1057	0.8060491422	0.131211871
1058	0.8060858533	0.1311994525
1059	0.8061979436	0.1311615277
1060	0.8062566077	0.1311416748
1061	0.8063138343	0.1311223055
1062	0.8063240418	0.1311188503
1063	0.8063458084	0.1311114821
1064	0.8063927581	0.1310955878
1065	0.8064027852	0.1310921929
1066	0.806475232	0.1310676624
1067	0.8064951872	0.1310609047
1068	0.806558942	0.1310393123
1069	0.8065760104	0.131033531
1070	0.8066632133	0.1310039903
1071	0.8067657994	0.1309692297
1072	0.8068691175	0.1309342119
1073	0.8068786281	0.130930988
1074	0.8069146321	0.1309187825
1075	0.8069302805	0.1309134773
1076	0.8069498727	0.1309068348
1077	0.8069703114	0.1308999049
1078	0.8069804417	0.13089647
1079	0.8069901598	0.1308931748
1080	0.8070010549	0.1308894804
1081	0.8070097793	0.1308865219
1082	0.8071120508	0.130851837
1083	0.8071227182	0.1308482186
1084	0.8072207452	0.1308149636
1085	0.8072358931	0.130809824
1086	0.8072767658	0.1307959551
1087	0.8073123403	0.1307838828
1088	0.8073451731	0.13077274
1089	0.8073923099	0.1307567409
1090	0.807453374	0.1307360118
1091	0.8074624837	0.1307329191
1092	0.8075667532	0.1306975148
1093	0.8075757078	0.1306944739
1094	0.8076181719	0.1306800523
1095	0.8077062801	0.130650124
1096	0.8077448296	0.1306370276
1097	0.8077893976	0.1306218847
1098	0.8078356186	0.1306061784
1099	0.8078753002	0.1305926928
1100	0.8078845523	0.1305895483
1101	0.8079168121	0.1305785836
1102	0.8079630314	0.1305628727
1103	0.8080071859	0.1305478618
1104	0.8080344806	0.1305385818
1105	0.808058408	0.1305304461
1106	0.8081008452	0.1305160155
1107	0.8081121508	0.1305121708
1108	0.8081489934	0.130499641
1109	0.8081675265	0.1304933376
1110	0.8081754641	0.1304906379
1111	0.8082248782	0.1304738295
1112	0.808256667	0.1304630154
1113	0.8082739676	0.1304571295
1114	0.8082922693	0.1304509028
1115	0.808335797	0.1304360924
1116	0.808348168	0.1304318828
1117	0.8083577515	0.1304286217
1118	0.8083799154	0.1304210793
1119	0.8084029959	0.1304132245
1120	0.8084293881	0.130404242
1121	0.8084847199	0.1303854082
1122	0.8085211756	0.1303729979
1123	0.8085589465	0.1303601387
1124	0.8086057393	0.1303442061
1125	0.8086619142	0.1303250765
1126	0.8086704649	0.1303221644
1127	0.8087216232	0.1303047402
1128	0.8087656003	0.1302897601
1129	0.8088175629	0.1302720576
1130	0.8088265276	0.1302690033
1131	0.8088755933	0.1302522851
1132	0.8088895452	0.1302475308
1133	0.8089174431	0.1302380239
1134	0.8089548885	0.1302252622
1135	0.8090002851	0.1302097891
1136	0.809040801	0.130195978
1137	0.8090484862	0.130193358
1138	0.8090578973	0.1301901497
1139	0.8090895964	0.1301793426
1140	0.8091015396	0.1301752705
1141	0.8091100985	0.1301723523
1142	0.8091524399	0.1301579147
1143	0.809160836	0.1301550516
1144	0.8091883	0.1301456858
1145	0.8091958837	0.1301430995
1146	0.8092464607	0.1301258497
1147	0.8092618398	0.130120604
1148	0.8092760048	0.1301157723
1149	0.8093234133	0.1300995997
1150	0.8093369121	0.1300949945
1151	0.8093591409	0.1300874106
1152	0.8094242637	0.1300651898
1153	0.8094950309	0.1300410388
1154	0.8095696096	0.1300155821
1155	0.8096085311	0.1300022947
1156	0.8096480928	0.1299887873
1157	0.8096588071	0.1299851289
1158	0.809688753	0.1299749034
1159	0.809727737	0.1299615905
1160	0.8097699087	0.1299471874
1161	0.8097956502	0.1299383951
1162	0.8098053977	0.1299350655
1163	0.8098138143	0.1299321905
1164	0.8098467303	0.1299209462
1165	0.809882674	0.1299086664
1166	0.8098925712	0.129905285
1167	0.8099385537	0.1298895735
1168	0.8099468687	0.1298867322
1169	0.8099542228	0.1298842192
1170	0.8100001803	0.1298685137
1171	0.8100085514	0.1298656528
1172	0.8100898981	0.1298378482
1173	0.810159746	0.1298139692
1174	0.8101690254	0.1298107965
1175	0.810178531	0.1298075464
1176	0.810198247	0.1298008049
1177	0.8102148835	0.1297951161
1178	0.8102233399	0.1297922244
1179	0.8102318981	0.1297892978
1180	0.8103175781	0.1297599947
1181	0.8103269699	0.1297567822
1182	0.8103987163	0.1297322388
1183	0.8104403611	0.1297179905
1184	0.8104822308	0.1297036638
1185	0.8105322386	0.1296865503
1186	0.8105405641	0.1296837009
1187	0.8105738521	0.1296723077
1188	0.8105818797	0.12966956
1189	0.8105898868	0.1296668193
1190	0.8106783377	0.1296365398
1191	0.8106888381	0.1296329447
1192	0.8107226786	0.1296213579
1193	0.8107529429	0.1296109946
1194	0.8107710718	0.1296047864
1195	0.8107818236	0.1296011044
1196	0.8108256266	0.1295861025
1197	0.8108337829	0.1295833089
1198	0.8108628926	0.1295733381
1199	0.8108744498	0.1295693793
1200	0.810895931	0.1295620207
1201	0.8109499041	0.1295435299
1202	0.8109792486	0.1295334756
1203	0.8110185215	0.1295200183
1204	0.8110581885	0.1295064245
1205	0.8110733639	0.1295012236
1206	0.8111305507	0.1294816225
1207	0.8111385672	0.1294788746
1208	0.8111898567	0.129461292
1209	0.811232852	0.1294465509
1210	0.8112672632	0.1294347516
1211	0.811294928	0.1294252649
1212	0.8113437528	0.1294085203
1213	0.811384769	0.1293944521
1214	0.8114318781	0.1293782921
1215	0.8114725559	0.1293643366
1216	0.8114852863	0.1293599689
1217	0.8114932041	0.1293572522
1218	0.8115420844	0.1293404798
1219	0.8115742318	0.1293294478
1220	0.8115821377	0.1293267346
1221	0.8115928863	0.1293230457
1222	0.8116328419	0.1293093322
1223	0.8116416404	0.1293063122
1224	0.8116495218	0.1293036069
1225	0.8116922758	0.1292889306
1226	0.811735239	0.1292741809
1227	0.8117722077	0.1292614878
1228	0.8118411298	0.1292378202
1229	0.8119089769	0.1292145175
1230	0.8119201048	0.1292106951
1231	0.8119289784	0.129207647
1232	0.8119765432	0.1291913071
1233	0.8119930727	0.1291856283
1234	0.8120322981	0.1291721511
1235	0.8120619034	0.1291619782
1236	0.8120683981	0.1291597464
1237	0.8121057206	0.1291469205
1238	0.8122006719	0.1291142846
1239	0.8122152871	0.1291092604
1240	0.8122228711	0.1291066532
1241	0.8122565397	0.1290950782
1242	0.8122938341	0.1290822555
1243	0.8123024128	0.1290793058
1244	0.8123326912	0.1290688942
1245	0.812375503	0.1290541713
1246	0.8123837007	0.1290513519
1247	0.8124275104	0.1290362839
1248	0.8124641199	0.1290236909
1249	0.8124726145	0.1290207688
1250	0.8125158046	0.1290059103
1251	0.8125257844	0.1290024767
1252	0.8125742012	0.1289858177
1253	0.8125843069	0.1289823403
1254	0.8125927769	0.1289794257
1255	0.8126120169	0.1289728047
1256	0.8126439181	0.128961826
1257	0.8126516235	0.128959174
1258	0.8126637062	0.1289550155
1259	0.8126702005	0.1289527803
1260	0.8127260826	0.128933545
1261	0.812743617	0.1289275088
1262	0.8127835501	0.128913761
1263	0.8127910714	0.1289111714
1264	0.8128035654	0.1289068697
1265	0.8128225606	0.1289003293
1266	0.8129120109	0.1288695255
1267	0.8130019909	0.1288385319
1268	0.8130092553	0.1288360293
1269	0.8130483895	0.1288225469
1270	0.8130878456	0.1288089522
1271	0.8131205494	0.128797683
1272	0.8131279385	0.1287951367
1273	0.8131376716	0.1287917825
1274	0.8131714248	0.1287801501
1275	0.8131786311	0.1287776664
1276	0.8131972438	0.1287712513
1277	0.8132354997	0.1287580649
1278	0.81331576	0.1287303956
1279	0.8133586349	0.1287156123
1280	0.8133924202	0.1287039619
1281	0.8134017904	0.1287007306
1282	0.8134416188	0.1286869946
1283	0.8134541824	0.1286826614
1284	0.8135224951	0.1286590975
1285	0.8136020452	0.128631652
1286	0.8136484368	0.1286156438
1287	0.8136840997	0.1286033364
1288	0.8137302976	0.1285873915
1289	0.8137374343	0.1285849281
1290	0.8137448738	0.1285823602
1291	0.8137834712	0.1285690365
1292	0.8138011494	0.1285629336
1293	0.8138355754	0.1285510482
1294	0.8138675263	0.1285400163
1295	0.8139014128	0.128528315
1296	0.8139076227	0.1285261706
1297	0.8139431592	0.1285138982
1298	0.8139606093	0.1285078714
1299	0.8139967227	0.1284953981
1300	0.8140331587	0.128482812
1301	0.8140467269	0.1284781249
1302	0.8140568356	0.1284746327
1303	0.814064679	0.128471923
1304	0.8140707979	0.1284698091
1305	0.8140784308	0.1284671721
1306	0.8141049411	0.1284580127
1307	0.8141123942	0.1284554376
1308	0.8141196471	0.1284529316
1309	0.8141330915	0.1284482861
1310	0.8141452791	0.1284440747
1311	0.8141522344	0.1284416713
1312	0.8141651457	0.1284372096
1313	0.8141720055	0.1284348391
1314	0.8141811526	0.128431678
1315	0.8141882746	0.1284292168
1316	0.8141988327	0.1284255679
1317	0.814214945	0.1284199994
1318	0.8142775158	0.1283983722
1319	0.8142919825	0.1283933714
1320	0.8143156278	0.1283851973
1321	0.81432568	0.1283817221
1322	0.8143646748	0.1283682402
1323	0.8144237358	0.128347818
1324	0.8144305407	0.1283454648
1325	0.814471002	0.1283314719
1326	0.8145207767	0.128314256
1327	0.81455553	0.1283022343
1328	0.8145993192	0.1282870854
1329	0.814639195	0.1282732887
1330	0.8146611039	0.1282657078
1331	0.8146993659	0.1282524673
1332	0.8147389573	0.1282387653
1333	0.814809719	0.1282142722
1334	0.814824683	0.128209092
1335	0.8148917082	0.1281858869
1336	0.8148975542	0.1281838627
1337	0.8149068847	0.128180632
1338	0.8149380953	0.1281698245
1339	0.8149577667	0.1281630124
1340	0.814964443	0.1281607003
1341	0.8149950962	0.1281500843
1342	0.8150017357	0.1281477847
1343	0.8150171441	0.1281424479
1344	0.8150432947	0.12813339
1345	0.8150834011	0.1281194969
1346	0.8151206372	0.1281065967
1347	0.8151335035	0.128102139
1348	0.8151734791	0.1280882878
1349	0.8152032522	0.1280779707
1350	0.8152411741	0.1280648287
1351	0.8152711898	0.1280544256
1352	0.8152796976	0.1280514768
1353	0.8153473482	0.1280280263
1354	0.8153594661	0.1280238253
1355	0.8153663176	0.12802145
1356	0.8154092074	0.1280065796
1357	0.8154410395	0.127995542
1358	0.8154866753	0.1279797163
1359	0.815526039	0.1279660641
1360	0.8155569988	0.1279553256
1361	0.815595517	0.1279419641
1362	0.8156046967	0.1279387795
1363	0.8156515031	0.1279225407
1364	0.8156582846	0.1279201878
1365	0.8157404887	0.1278916626
1366	0.8157479423	0.1278890759
1367	0.8157551817	0.1278865635
1368	0.8157874527	0.1278753631
1369	0.8157990455	0.1278713393
1370	0.8158363617	0.1278583863
1371	0.8159011199	0.1278359047
1372	0.815931556	0.127825337
1373	0.8159853909	0.127806643
1374	0.8160877287	0.1277710989
1375	0.8160941221	0.127768878
1376	0.8161009306	0.1277665129
1377	0.8161248598	0.1277582
1378	0.8161322154	0.1277556446
1379	0.8161390678	0.127753264
1380	0.8161638611	0.1277446501
1381	0.8162493746	0.1277149357
1382	0.8162619063	0.1277105805
1383	0.8162688715	0.1277081599
1384	0.8163119713	0.12769318
1385	0.8163269869	0.1276879608
1386	0.8163335559	0.1276856774
1387	0.8163400977	0.1276834035
1388	0.8164580315	0.1276424021
1389	0.8164665612	0.1276394361
1390	0.8164905554	0.1276310924
1391	0.8165060914	0.1276256896
1392	0.8165368122	0.1276150055
1393	0.8166091355	0.1275898494
1394	0.8166383299	0.1275796933
1395	0.8166438248	0.1275777817
1396	0.8166570202	0.127573191
1397	0.8166632113	0.127571037
1398	0.8167320732	0.1275470767
1399	0.8167385302	0.1275448298
1400	0.8167624797	0.1275364955
1401	0.8168045007	0.1275218709
1402	0.8168463062	0.1275073198
1403	0.8168731819	0.1274979643
1404	0.8169224312	0.1274808188
1405	0.8169311652	0.1274777779
1406	0.8170052252	0.1274519899
1407	0.8170123056	0.1274495242
1408	0.8170472429	0.1274373568
1409	0.8170822848	0.1274251519
1410	0.8171114244	0.1274150018
1411	0.8171479715	0.1274022703
1412	0.8172319423	0.1273730136
1413	0.8172611627	0.1273628312
1414	0.8172711223	0.1273593604
1415	0.8173059528	0.1273472216
1416	0.8173793499	0.1273216383
1417	0.8173894948	0.1273181018
1418	0.8173981646	0.1273150794
1419	0.8174065046	0.1273121719
1420	0.8174414303	0.1272999955
1421	0.8174730576	0.127288968
1422	0.8175149801	0.1272743494
1423	0.8175498812	0.1272621779
1424	0.8175853653	0.1272498019
1425	0.8175933518	0.1272470162
1426	0.8176003023	0.1272445919
1427	0.8176242776	0.1272362288
1428	0.8176547177	0.12722561
1429	0.8177272249	0.1272003127
1430	0.817733087	0.1271982672
1431	0.8177446266	0.1271942406
1432	0.8177512389	0.1271919332
1433	0.8177573289	0.1271898081
1434	0.8177927544	0.1271774455
1435	0.8178349923	0.127162704
1436	0.8178653562	0.1271521056
1437	0.8179085179	0.1271370386
1438	0.8179506743	0.1271223209
1439	0.8180013876	0.1271046135
1440	0.8180337047	0.1270933282
1441	0.8180429626	0.1270900951
1442	0.8180741162	0.1270792148
1443	0.8181294835	0.1270598757
1444	0.8181378463	0.1270569544
1445	0.8181727508	0.1270447609
1446	0.8181946754	0.1270371012
1447	0.818233132	0.1270236646
1448	0.8182393139	0.1270215046
1449	0.8182454703	0.1270193534
1450	0.8182766893	0.1270084442
1451	0.8182919089	0.1270031255
1452	0.8183222741	0.1269925133
1453	0.8183541999	0.1269813548
1454	0.8184317774	0.1269542362
1455	0.8184376071	0.1269521981
1456	0.8184944072	0.1269323387
1457	0.8185389861	0.12691675
1458	0.8185777729	0.1269031852
1459	0.8185832906	0.1269012554
1460	0.8186440314	0.1268800095
1461	0.8186498093	0.1268779883
1462	0.8186861657	0.1268652697
1463	0.8186919231	0.1268632555
1464	0.8186979943	0.1268611314
1465	0.8187040171	0.1268590242
1466	0.818712301	0.1268561259
1467	0.8187428669	0.1268454312
1468	0.8187554959	0.1268410122
1469	0.8187657644	0.126837419
1470	0.8188034855	0.1268242187
1471	0.8188504782	0.1268077719
1472	0.8188930171	0.1267928821
1473	0.8188980839	0.1267911084
1474	0.81892945	0.1267801281
1475	0.818967291	0.1267668799
1476	0.8190019835	0.1267547327
1477	0.8190250193	0.1267466663
1478	0.8190563275	0.1267357025
1479	0.8190723892	0.1267300774
1480	0.8191016074	0.1267198441
1481	0.8191076025	0.1267177443
1482	0.8191470773	0.1267039172
1483	0.8191682374	0.1266965047
1484	0.8191731756	0.1266947747
1485	0.8192804201	0.1266571992
1486	0.8192982105	0.1266509648
1487	0.819309951	0.1266468504
1488	0.8193159377	0.1266447523
1489	0.8193331541	0.1266387185
1490	0.8193712756	0.1266253572
1491	0.819422631	0.1266073552
1492	0.8194525639	0.1265968614
1493	0.8194862414	0.1265850538
1494	0.8195176736	0.1265740324
1495	0.8195503462	0.1265625751
1496	0.8195818283	0.1265515343
1497	0.8196099106	0.1265416849
1498	0.8196787151	0.1265175498
1499	0.8197022544	0.1265092917
1500	0.8197086929	0.1265070328
1501	0.8197351434	0.1264977526
1502	0.8197400862	0.1264960183
1503	0.8197545802	0.1264909327
1504	0.8197705636	0.1264853242
1505	0.8197809412	0.1264816826
1506	0.819786267	0.1264798138
1507	0.8198008735	0.126474688
1508	0.8198313804	0.1264639817
1509	0.8198837922	0.1264455859
1510	0.8199132016	0.1264352625
1511	0.8199451861	0.1264240342
1512	0.8199509893	0.1264219968
1513	0.8199616332	0.1264182599
1514	0.8199695417	0.1264154833
1515	0.8200026812	0.1264038477
1516	0.8200079222	0.1264020074
1517	0.8200657686	0.1263816941
1518	0.820131028	0.1263587736
1519	0.8201549379	0.126350375
1520	0.8202484703	0.126317515
1521	0.8202538353	0.1263156299
1522	0.8202817986	0.126305804
1523	0.8202895812	0.1263030692
1524	0.8202953293	0.1263010492
1525	0.8203057249	0.126297396
1526	0.8203105212	0.1262957105
1527	0.8203170536	0.1262934148
1528	0.8203848208	0.1262695969
1529	0.8204128787	0.1262597341
1530	0.8204185517	0.1262577399
1531	0.8204238099	0.1262558915
1532	0.8204378105	0.1262509696
1533	0.8204793588	0.1262363624
1534	0.8204869115	0.1262337068
1535	0.8204921624	0.1262318606
1536	0.8205265122	0.1262197825
1537	0.8205548884	0.1262098039
1538	0.820594845	0.1261957517
1539	0.8206291392	0.1261836896
1540	0.820668106	0.1261699827
1541	0.8206783898	0.1261663651
1542	0.8206843159	0.1261642803
1543	0.8207154511	0.1261533267
1544	0.8207524609	0.1261403051
1545	0.8207779468	0.1261313373
1546	0.8208113075	0.1261195975
1547	0.8208539355	0.1261045951
1548	0.8208975337	0.1260892493
1549	0.8209030047	0.1260873235
1550	0.8209085708	0.1260853641
1551	0.820918879	0.1260817355
1552	0.8209260927	0.1260791961
1553	0.820930724	0.1260775657
1554	0.8209915608	0.1260561471
1555	0.8209998492	0.1260532288
1556	0.8210165278	0.126047356
1557	0.8210449419	0.1260373505
1558	0.821079364	0.1260252282
1559	0.8211169989	0.1260119732
1560	0.8211603375	0.1259967076
1561	0.8211662041	0.125994641
1562	0.8211885619	0.1259867648
1563	0.8211960848	0.1259841146
1564	0.821222941	0.1259746528
1565	0.8212284112	0.1259727256
1566	0.8212662988	0.125959376
1567	0.8212712038	0.1259576476
1568	0.8213302206	0.1259368501
1569	0.8213381741	0.125934047
1570	0.821343219	0.125932269
1571	0.8213489998	0.1259302316
1572	0.8213571852	0.1259273466
1573	0.8214064798	0.1259099713
1574	0.8214452308	0.1258963106
1575	0.8214774181	0.1258849627
1576	0.8214993827	0.1258772183
1577	0.8215577773	0.1258566269
1578	0.8215628998	0.1258548205
1579	0.8215675316	0.125853187
1580	0.8216052373	0.1258398889
1581	0.8216860964	0.1258113666
1582	0.8217096797	0.1258030466
1583	0.8217148758	0.1258012134
1584	0.8217674135	0.1257826762
1585	0.8218117136	0.1257670435
1586	0.8218631532	0.1257488889
1587	0.8218958397	0.1257373514
1588	0.8219541699	0.1257167599
1589	0.8219948729	0.125702389
1590	0.8220215697	0.1256929624
1591	0.8220265183	0.125691215
1592	0.8220472395	0.1256838977
1593	0.8220884782	0.1256693339
1594	0.8221489459	0.1256479762
1595	0.822182359	0.1256361728
1596	0.8222025297	0.1256290468
1597	0.8222337615	0.1256180124
1598	0.8222642855	0.1256072271
1599	0.8223025763	0.1255936961
1600	0.8223439936	0.1255790587
1601	0.8223697706	0.125569948
1602	0.8223750803	0.1255680712
1603	0.8224211409	0.1255517894
1604	0.8224300708	0.1255486325
1605	0.8224503566	0.1255414609
1606	0.8224814585	0.1255304647
1607	0.8225146596	0.1255187252
1608	0.8225239138	0.1255154529
1609	0.8225291923	0.1255135863
1610	0.8225899608	0.1254920957
1611	0.8226306453	0.1254777056
1612	0.822667739	0.1254645842
1613	0.8227202802	0.1254459961
1614	0.8227734741	0.1254271742
1615	0.8227845988	0.1254232376
1616	0.8227890225	0.1254216721
1617	0.8227965005	0.1254190258
1618	0.8228325913	0.1254062532
1619	0.822849599	0.1254002337
1620	0.822854594	0.1253984658
1621	0.8228850227	0.1253876953
1622	0.82291131	0.12537839
1623	0.8229166452	0.1253765013
1624	0.822920977	0.1253749678
1625	0.8229509908	0.1253643422
1626	0.8229793982	0.1253542845
1627	0.8230780228	0.1253193599
1628	0.823115549	0.1253060688
1629	0.8231720432	0.1252860567
1630	0.8231763927	0.1252845158
1631	0.8231881899	0.1252803364
1632	0.823198803	0.1252765764
1633	0.8232097483	0.1252726986
1634	0.8232140731	0.1252711663
1635	0.8232605685	0.1252546918
1636	0.8232899548	0.1252442784
1637	0.8233145723	0.1252355542
1638	0.8233498358	0.1252230561
1639	0.8233871516	0.1252098293
1640	0.8234237601	0.1251968518
1641	0.8234286082	0.1251951331
1642	0.8234334897	0.1251934025
1643	0.8234385821	0.1251915971
1644	0.8234945876	0.12517174
1645	0.8235196874	0.1251628398
1646	0.8235925656	0.1251369939
1647	0.8236447644	0.1251184786
1648	0.8236493693	0.125116845
1649	0.8236539466	0.1251152213
1650	0.8236981125	0.1250995527
1651	0.8237087974	0.1250957618
1652	0.8237410161	0.1250843301
1653	0.8237701152	0.1250740044
1654	0.8237743524	0.1250725008
1655	0.8238166462	0.1250574913
1656	0.8238220085	0.1250555882
1657	0.8238525071	0.1250447634
1658	0.8238910371	0.1250310867
1659	0.8239238868	0.1250194251
1660	0.8239294535	0.1250174488
1661	0.8239713486	0.1250025743
1662	0.824010831	0.1249885547
1663	0.8240247061	0.1249836276
1664	0.8240642849	0.1249695717
1665	0.824129986	0.1249462353
1666	0.8241984334	0.1249219188
1667	0.8242268599	0.1249118187
1668	0.8242340255	0.1249092726
1669	0.8242605807	0.1248998364
1670	0.8242903364	0.1248892621
1671	0.8242971884	0.124886827
1672	0.8243205295	0.1248785314
1673	0.8243292613	0.124875428
1674	0.8243349731	0.1248733979
1675	0.8243595234	0.1248646716
1676	0.8243816537	0.124856805
1677	0.8244384628	0.1248366091
1678	0.8244747108	0.1248237209
1679	0.8244801023	0.1248218039
1680	0.8245083267	0.1248117675
1681	0.8245130047	0.124810104
1682	0.8245176108	0.124808466
1683	0.8245225009	0.124806727
1684	0.8245388986	0.1248008955
1685	0.8245656351	0.1247913866
1686	0.8245909613	0.1247823787
1687	0.8246069026	0.1247767084
1688	0.8246498464	0.1247614321
1689	0.82467942	0.1247509109
1690	0.8246881598	0.1247478014
1691	0.8247069388	0.1247411199
1692	0.8247437325	0.1247280277
1693	0.8247760141	0.1247165399
1694	0.8248187161	0.1247013423
1695	0.82486741	0.12468401
1696	0.8249087763	0.1246692839
1697	0.8249154093	0.1246669225
1698	0.8249189589	0.1246656587
1699	0.824945401	0.1246562444
1700	0.8249560377	0.1246524572
1701	0.824980577	0.1246437193
1702	0.82501297	0.1246321841
1703	0.8250679785	0.1246125931
1704	0.8250728313	0.1246108646
1705	0.8251214471	0.1245935475
1706	0.825135086	0.1245886888
1707	0.8251590252	0.1245801604
1708	0.8252128351	0.1245609882
1709	0.825217408	0.1245593588
1710	0.8252268796	0.1245559837
1711	0.8252561557	0.1245455512
1712	0.8252608799	0.1245438676
1713	0.8253189926	0.1245231562
1714	0.8253465945	0.1245133177
1715	0.8253762538	0.1245027449
1716	0.8254049352	0.1244925199
1717	0.8254434569	0.1244787854
1718	0.8254573869	0.1244738185
1719	0.8254936295	0.1244608948
1720	0.8255079958	0.1244557715
1721	0.8255221567	0.1244507213
1722	0.8255540061	0.1244393621
1723	0.8255869627	0.1244276069
