iter	R2	RMSE
101	0.5654599099	0.1964003245
102	0.5675915636	0.1959180075
103	0.5696619636	0.1954484105
104	0.5720454047	0.1949064104
105	0.5742586648	0.1944017566
106	0.5764640281	0.193897597
107	0.5784699186	0.193437897
108	0.5806199453	0.1929439485
109	0.5826649258	0.1924729571
110	0.5848819329	0.1919610398
111	0.5870358089	0.1914623889
112	0.5889572958	0.1910164405
113	0.5907697006	0.1905948522
114	0.5925466328	0.190180608
115	0.5942582429	0.189780737
116	0.5960016322	0.1893725735
117	0.5976598536	0.1889835317
118	0.5991737311	0.1886276543
119	0.6010698095	0.188180981
120	0.6029767807	0.1877306696
121	0.6047053552	0.1873215494
122	0.6064410569	0.1869098413
123	0.6078739684	0.1865692704
124	0.6097365682	0.1861256406
125	0.61151665	0.1857006744
126	0.6132170232	0.1852938272
127	0.6149265949	0.1848838766
128	0.6165734824	0.1844880959
129	0.6182653565	0.1840806179
130	0.6197994416	0.1837103612
131	0.6213519197	0.1833349041
132	0.6227773481	0.1829894947
133	0.6243934657	0.1825970872
134	0.6258758753	0.1822364022
135	0.6273226614	0.1818836951
136	0.628843419	0.1815122159
137	0.6303151701	0.1811519823
138	0.631852678	0.180774887
139	0.6333134706	0.1804158771
140	0.6347348777	0.1800658596
141	0.6357594784	0.179813132
142	0.6370836125	0.1794859944
143	0.6384669262	0.1791435981
144	0.6398589086	0.1787983942
145	0.6412286503	0.1784580541
146	0.6425653113	0.1781253066
147	0.6439279	0.1777854637
148	0.6449849512	0.1775213768
149	0.6463564817	0.1771781355
150	0.6475400145	0.1768814075
151	0.6488115151	0.1765620691
152	0.6499000826	0.1762882149
153	0.6510790144	0.1759911468
154	0.6522427416	0.1756974174
155	0.6533373895	0.1754206749
156	0.6545558832	0.1751121081
157	0.6557546296	0.1748080105
158	0.656853496	0.174528785
159	0.6578847631	0.1742663297
160	0.6589153948	0.1740036406
161	0.6600264155	0.173720017
162	0.6611139655	0.1734419357
163	0.6621463418	0.173177549
164	0.6631919908	0.1729093512
165	0.6639704548	0.172709413
166	0.6650130303	0.1724412781
167	0.6660761177	0.1721674378
168	0.6670989522	0.1719035546
169	0.6680739618	0.1716516321
170	0.6689379556	0.1714280844
171	0.6699511291	0.1711655664
172	0.6709260841	0.1709125704
173	0.6718327316	0.1706769632
174	0.6727816006	0.1704300353
175	0.6736570579	0.1702018939
176	0.6744463493	0.1699959445
177	0.675406177	0.1697451606
178	0.6762533576	0.1695235009
179	0.6771497541	0.1692886481
180	0.6779847965	0.1690695763
181	0.6787137127	0.1688781143
182	0.679365398	0.1687067543
183	0.6800560391	0.1685249607
184	0.6807281498	0.1683478563
185	0.6815046902	0.1681430018
186	0.6824439611	0.1678948845
187	0.6833144037	0.167664621
188	0.6842366869	0.1674202982
189	0.6850030534	0.1672170079
190	0.6857565839	0.1670168812
191	0.6864622923	0.1668292377
192	0.6872098942	0.1666302245
193	0.6879695899	0.1664277481
194	0.6887543862	0.1662183228
195	0.6894321336	0.1660372513
196	0.6902136402	0.1658282134
197	0.6907874544	0.1656745612
198	0.6915122213	0.165480284
199	0.6921160002	0.1653182639
200	0.6928062497	0.1651328453
201	0.6935754894	0.1649259622
202	0.6942753687	0.1647375075
203	0.6949086494	0.1645667998
204	0.6955414905	0.1643960334
205	0.6962952998	0.164192393
206	0.6969948725	0.1640031784
207	0.69755095	0.1638526193
208	0.6980737828	0.163710935
209	0.6988250791	0.1635071236
210	0.6994227493	0.1633448062
211	0.6999449612	0.1632028498
212	0.7006354195	0.1630149682
213	0.7012553858	0.1628460836
214	0.7019367613	0.1626602682
215	0.7025689239	0.1624876835
216	0.7031520098	0.1623283343
217	0.7038308088	0.1621426309
218	0.7044595162	0.1619704415
219	0.7049782526	0.1618282328
220	0.7054315474	0.1617038621
221	0.7060336841	0.1615385056
222	0.706662282	0.1613657016
223	0.7072371783	0.1612074982
224	0.7078060554	0.1610507982
225	0.7085162874	0.1608549471
226	0.7091073432	0.1606917776
227	0.7095673687	0.1605646662
228	0.7101584871	0.1604011841
229	0.7107137381	0.1602474697
230	0.7111363639	0.1601303721
231	0.711649124	0.1599881857
232	0.7121603072	0.1598463107
233	0.7126980492	0.1596969285
234	0.7132283607	0.1595494735
235	0.7138308893	0.1593817727
236	0.7142429604	0.1592669799
237	0.7147761393	0.1591183267
238	0.7152617421	0.1589828169
239	0.7158209806	0.1588266156
240	0.7163678227	0.158673728
241	0.7169635051	0.1585070176
242	0.7174999292	0.1583567414
243	0.7179939948	0.1582182054
244	0.7183986487	0.15810465
245	0.7187532257	0.1580050803
246	0.7193034489	0.1578504463
247	0.7197280042	0.1577310263
248	0.7202476395	0.1575847387
249	0.7206787041	0.1574632823
250	0.7211829461	0.1573210886
251	0.7217133999	0.1571713645
252	0.7221384399	0.157051291
253	0.7225978005	0.1569214188
254	0.7230542498	0.1567922631
255	0.7235135917	0.1566621814
256	0.723923183	0.1565460975
257	0.7244352202	0.1564008578
258	0.7248966942	0.1562698447
259	0.7251572911	0.1561958124
260	0.7254957504	0.1560996079
261	0.7258549124	0.1559974539
262	0.7262320566	0.1558901133
263	0.726666232	0.1557664492
264	0.7271331486	0.15563335
265	0.7276073002	0.1554980718
266	0.7279470427	0.1554010688
267	0.7282827847	0.1553051486
268	0.7287529892	0.1551707133
269	0.7291336305	0.1550617994
270	0.7294827297	0.1549618435
271	0.7299104538	0.1548392873
272	0.73027653	0.154734318
273	0.7306989793	0.1546130957
274	0.7309915671	0.1545290815
275	0.7314312074	0.1544027565
276	0.7317347811	0.1543154681
277	0.7320359394	0.1542288254
278	0.7324480185	0.1541101921
279	0.7328270756	0.1540009848
280	0.73308207	0.1539274767
281	0.7334695813	0.1538157002
282	0.7338440743	0.1537076015
283	0.7341388954	0.1536224469
284	0.7345052153	0.1535165752
285	0.7349368572	0.1533917307
286	0.7350557743	0.1533573182
287	0.735463435	0.1532392899
288	0.735865309	0.153122848
289	0.736210105	0.1530228737
290	0.7365440692	0.1529259777
291	0.7368810411	0.1528281469
292	0.7372858123	0.1527105494
293	0.7376473231	0.1526054437
294	0.7379913636	0.15250535
295	0.7383857512	0.1523905277
296	0.7386461951	0.1523146544
297	0.7389452932	0.1522274736
298	0.7391407155	0.1521704852
299	0.7394763037	0.1520725721
300	0.7397187811	0.1520017864
301	0.7400910786	0.1518930383
302	0.7402921207	0.1518342816
303	0.7406404496	0.1517324248
304	0.7409460812	0.151642997
305	0.7412029115	0.1515678077
306	0.7415027549	0.1514799787
307	0.7417405321	0.1514102937
308	0.7420018658	0.151333668
309	0.7422707526	0.1512547871
310	0.7425879791	0.1511616724
311	0.742853004	0.1510838362
312	0.7431242913	0.1510041193
313	0.7432871639	0.1509562394
314	0.7436116372	0.1508608084
315	0.7439245152	0.1507687304
316	0.7442272357	0.1506795882
317	0.7445132007	0.1505953315
318	0.7447363165	0.1505295599
319	0.7450747516	0.1504297388
320	0.7453539671	0.1503473346
321	0.7456809807	0.1502507664
322	0.7459007642	0.1501858288
323	0.7461096002	0.1501240996
324	0.7463302003	0.1500588656
325	0.7465847605	0.1499835539
326	0.746787793	0.1499234596
327	0.7470461722	0.1498469487
328	0.7473344965	0.1497615243
329	0.7476155171	0.149678217
330	0.7479158891	0.1495891217
331	0.7481587012	0.1495170608
332	0.7484153021	0.14944087
333	0.748627111	0.1493779497
334	0.7488489429	0.1493120235
335	0.7490444244	0.1492539043
336	0.749304441	0.1491765628
337	0.7495108535	0.1491151372
338	0.7497964839	0.1490300956
339	0.7500958737	0.1489409054
340	0.7503794493	0.148856377
341	0.7506017054	0.1487900931
342	0.7508697162	0.1487101246
343	0.7511113874	0.1486379782
344	0.7514007343	0.1485515531
345	0.751692171	0.1484644529
346	0.7519007539	0.1484020835
347	0.7521476939	0.1483282108
348	0.7523603721	0.148264558
349	0.7526356258	0.1481821364
350	0.7527675891	0.1481426052
351	0.7530618588	0.1480544152
352	0.7533464093	0.147969088
353	0.7535470598	0.14790889
354	0.7537299499	0.147853999
355	0.7539931042	0.1477749825
356	0.7542544826	0.1476964573
357	0.7545385308	0.1476110742
358	0.754827687	0.1475241049
359	0.7549376493	0.1474910181
360	0.7550699976	0.1474511857
361	0.7553329062	0.1473720272
362	0.7555246075	0.1473142815
363	0.7557910861	0.1472339732
364	0.7560508462	0.1471556475
365	0.7563054356	0.1470788404
366	0.7565281991	0.1470116019
367	0.7567623217	0.1469409018
368	0.7570161658	0.1468642076
369	0.7572576358	0.1467912148
370	0.7574668299	0.1467279492
371	0.7577025672	0.1466566236
372	0.7579291903	0.1465880229
373	0.7581152203	0.1465316861
374	0.758280397	0.1464816462
375	0.7584837798	0.1464200084
376	0.758742435	0.1463415822
377	0.7589055475	0.1462921036
378	0.7590731383	0.1462412491
379	0.7592869496	0.1461763435
380	0.7594968289	0.1461126036
381	0.7597266312	0.1460427811
382	0.7599347629	0.1459795142
383	0.7601004906	0.1459291174
384	0.7602863884	0.1458725663
385	0.7604987037	0.1458079521
386	0.7606939124	0.1457485186
387	0.7607925395	0.1457184813
388	0.761019528	0.1456493273
389	0.7611485189	0.1456100146
390	0.7612861177	0.1455680666
391	0.7615006175	0.1455026508
392	0.7617070984	0.1454396527
393	0.761893628	0.1453827183
394	0.7620886637	0.1453231638
395	0.7622023	0.1452884534
396	0.7624061203	0.1452261755
397	0.7625896196	0.1451700839
398	0.7627208021	0.1451299711
399	0.7629349942	0.1450644518
400	0.7630828473	0.1450192078
401	0.763285171	0.1449572724
402	0.7633866175	0.1449262077
403	0.763560447	0.1448729624
404	0.7637825013	0.1448049171
405	0.7638884927	0.1447724262
406	0.7640735475	0.1447156817
407	0.7641992977	0.1446771094
408	0.7643700901	0.1446247045
409	0.7644826097	0.1445901693
410	0.7647000082	0.1445234206
411	0.764882783	0.1444672787
412	0.7651205962	0.1443941983
413	0.7651947027	0.1443714177
414	0.7653818171	0.1443138821
415	0.7655113646	0.1442740342
416	0.765652872	0.1442304949
417	0.7658180428	0.1441796582
418	0.7658632317	0.1441657467
419	0.7660144565	0.1441191821
420	0.7661433616	0.1440794783
421	0.7662938934	0.1440330994
422	0.7664764665	0.1439768285
423	0.766671835	0.1439165895
424	0.7668430778	0.1438637686
425	0.766991445	0.1438179882
426	0.7670952612	0.1437859458
427	0.767250739	0.1437379449
428	0.7673730835	0.1437001621
429	0.767485594	0.1436654074
430	0.7676186724	0.1436242885
431	0.7677894619	0.1435715002
432	0.7678848215	0.1435420176
433	0.7680231731	0.1434992323
434	0.7681792979	0.1434509354
435	0.7682905885	0.1434164979
436	0.7684501143	0.1433671201
437	0.7686259352	0.1433126789
438	0.768723212	0.1432825492
439	0.7689007289	0.1432275502
440	0.7690310355	0.1431871647
441	0.7691923937	0.1431371397
442	0.7693572522	0.1430860114
443	0.7695139753	0.1430373893
444	0.7696351216	0.1429997932
445	0.7698053206	0.1429469577
446	0.7699412084	0.1429047594
447	0.7701197231	0.142849305
448	0.7702584534	0.1428061945
449	0.7703822098	0.1427677261
450	0.7705235118	0.1427237912
451	0.7705968623	0.1427009791
452	0.770727022	0.1426604902
453	0.7708090678	0.1426349622
454	0.7709471443	0.1425919904
455	0.7710081277	0.1425730072
456	0.7711347847	0.1425335727
457	0.7712495801	0.1424978218
458	0.7714508951	0.1424351044
459	0.7716209209	0.1423821133
460	0.771743556	0.14234388
461	0.7718481844	0.1423112524
462	0.772002948	0.1422629768
463	0.772106521	0.1422306599
464	0.7722608721	0.1421824857
465	0.7723833765	0.1421442395
466	0.7725136394	0.1421035598
467	0.7726292744	0.1420674384
468	0.7727628459	0.1420257027
469	0.7728944415	0.1419845724
470	0.7729977317	0.1419522806
471	0.7731125405	0.1419163792
472	0.7732136765	0.1418847457
473	0.773361018	0.1418386475
474	0.773464923	0.1418061301
475	0.7735597977	0.1417764322
476	0.7735979326	0.1417644934
477	0.7737070064	0.1417303403
478	0.7738392412	0.141688924
479	0.7739246645	0.1416621628
480	0.7740478344	0.1416235675
481	0.7741169412	0.1416019082
482	0.7742212828	0.1415691996
483	0.7743321349	0.1415344417
484	0.774448205	0.1414980386
485	0.7745012002	0.1414814146
486	0.7746232053	0.1414431354
487	0.7747055291	0.1414173005
488	0.774770673	0.1413968536
489	0.7748469435	0.1413729106
490	0.774958861	0.1413377699
491	0.7750798213	0.1412997801
492	0.7752293368	0.1412528078
493	0.7753569925	0.1412126907
494	0.7753870141	0.1412032545
495	0.7754177522	0.1411935924
496	0.7754420229	0.1411859628
497	0.7755523679	0.14115127
498	0.7756685813	0.1411147229
499	0.7756927033	0.1411071358
500	0.7757702264	0.1410827496
501	0.7758913863	0.1410446282
502	0.7759954253	0.1410118855
503	0.7760835157	0.1409841562
504	0.7761880176	0.1409512536
505	0.7763034898	0.1409148882
506	0.7764390803	0.1408721749
507	0.7765746788	0.1408294462
508	0.7766982871	0.1407904844
509	0.7768036329	0.1407572705
510	0.7768472701	0.1407435101
511	0.7769825182	0.1407008528
512	0.7771008659	0.1406635153
513	0.7771749138	0.1406401489
514	0.7772782393	0.1406075372
515	0.7773922326	0.1405715498
516	0.777533792	0.140526847
517	0.7775715257	0.1405149287
518	0.7776824413	0.14047989
519	0.7777322648	0.1404641476
520	0.777811189	0.140439207
521	0.7779116747	0.1404074463
522	0.7780102185	0.1403762924
523	0.7781209281	0.1403412842
524	0.7782401876	0.1403035626
525	0.7783669136	0.1402634682
526	0.7784841381	0.1402263697
527	0.7785806733	0.1401958115
528	0.7786615647	0.1401702002
529	0.7787451168	0.1401437416
530	0.7788652961	0.1401056754
531	0.7789099465	0.14009153
532	0.7790343973	0.1400520959
533	0.7791105553	0.1400279586
534	0.7791754156	0.1400073988
535	0.779270391	0.1399772874
536	0.7793757518	0.1399438757
537	0.7794512612	0.1399199255
538	0.7795624301	0.1398846573
539	0.7796146721	0.1398680806
540	0.7797021844	0.1398403079
541	0.7797762875	0.1398167864
542	0.7798846325	0.1397823888
543	0.7799890615	0.1397492265
544	0.7800523098	0.1397291376
545	0.7802238143	0.13967465
546	0.7802981398	0.1396510299
547	0.7804255301	0.139610537
548	0.7804765839	0.1395943054
549	0.780574586	0.1395631423
550	0.780662014	0.1395353357
551	0.7807522686	0.1395066243
552	0.7808440741	0.1394774135
553	0.7809213404	0.139452824
554	0.7810149432	0.1394230298
555	0.781100987	0.139395636
556	0.7811292726	0.1393866295
557	0.7812604483	0.139344854
558	0.781344918	0.1393179463
559	0.7814354576	0.1392890993
560	0.7815285797	0.1392594232
561	0.7815933624	0.1392387746
562	0.7817080309	0.139202218
563	0.7817537537	0.1391876388
564	0.7817957796	0.139174237
565	0.7818810202	0.1391470504
566	0.7819497462	0.1391251271
567	0.7820623061	0.1390892136
568	0.782142678	0.1390635643
569	0.782215554	0.1390403031
570	0.7822730545	0.1390219468
571	0.7823640103	0.1389929055
572	0.7824788739	0.1389562219
573	0.7825855525	0.1389221436
574	0.7826668919	0.1388961543
575	0.7826862211	0.1388899776
576	0.7827911016	0.1388564579
577	0.782851678	0.138837094
578	0.78289141	0.1388243918
579	0.7829870296	0.1387938177
580	0.7830633179	0.1387694199
581	0.7830998733	0.1387577276
582	0.7831815798	0.13873159
583	0.7832402041	0.1387128333
584	0.7832682379	0.1387038631
585	0.7833675226	0.1386720894
586	0.7834685986	0.1386397349
587	0.7835268439	0.1386210871
588	0.7835572505	0.1386113512
589	0.7836492022	0.1385819048
590	0.7836823599	0.138571285
591	0.7837805019	0.1385398469
592	0.7838715651	0.13851067
593	0.7839113031	0.138497936
594	0.783992696	0.1384718499
595	0.7841188488	0.1384314088
596	0.78421296	0.1384012316
597	0.784289987	0.1383765277
598	0.7843744662	0.1383494286
599	0.7844220566	0.1383341603
600	0.7844896122	0.1383124837
601	0.7845654553	0.1382881439
602	0.7846549231	0.1382594261
603	0.7847342	0.1382339744
604	0.7847580908	0.1382263034
605	0.7848370809	0.1382009377
606	0.7848763561	0.1381883237
607	0.7849554924	0.1381629041
608	0.7850055465	0.1381468237
609	0.7850997998	0.1381165387
610	0.7851722852	0.1380932435
611	0.7852837486	0.138057414
612	0.7853875001	0.1380240551
613	0.7854506572	0.1380037445
614	0.785562555	0.137967752
615	0.7855872284	0.1379598144
616	0.7856821586	0.1379292705
617	0.78575396	0.1379061638
618	0.7858436279	0.137877302
619	0.7858861664	0.1378636078
620	0.785961455	0.1378393673
621	0.7859794162	0.1378335837
622	0.7860354621	0.1378155352
623	0.7860918406	0.1377973772
624	0.7861371087	0.1377827958
625	0.7862099612	0.1377593259
626	0.7862657748	0.1377413425
627	0.7863109466	0.1377267862
628	0.7863571238	0.1377119044
629	0.786424073	0.1376903253
630	0.7864763208	0.1376734824
631	0.7865558265	0.1376478486
632	0.7866045224	0.137632146
633	0.7866826576	0.1376069466
634	0.7867455188	0.1375866698
635	0.7867665415	0.137579888
636	0.786817153	0.1375635595
637	0.7868745807	0.1375450297
638	0.7869220867	0.1375296993
639	0.7869396175	0.1375240416
640	0.7869769484	0.1375119931
641	0.787015779	0.1374994594
642	0.7871087076	0.1374694595
643	0.7871734739	0.1374485473
644	0.7872505373	0.1374236603
645	0.7873435583	0.137393614
646	0.7874289184	0.1373660364
647	0.787504554	0.1373415959
648	0.7875605099	0.1373235118
649	0.78763184	0.1373004555
650	0.7876865911	0.1372827555
651	0.7877525086	0.1372614426
652	0.7877992443	0.1372463296
653	0.7878464874	0.1372310509
654	0.7878723379	0.13722269
655	0.7879871316	0.1371855557
656	0.7880504638	0.1371650643
657	0.7880761209	0.1371567619
658	0.788098745	0.1371494405
659	0.7881723824	0.1371256082
660	0.7882126485	0.1371125746
661	0.7882867045	0.1370886003
662	0.7883609258	0.1370645683
663	0.7884658129	0.1370305999
664	0.7885110903	0.1370159339
665	0.788552815	0.1370024173
666	0.7885951276	0.1369887088
667	0.7886665634	0.1369655619
668	0.7887072552	0.1369523751
669	0.7887703151	0.136931937
670	0.7888514192	0.1369056462
671	0.7889151527	0.1368849827
672	0.7890039109	0.1368562005
673	0.7890748109	0.136833205
674	0.7891648381	0.1368040003
675	0.7892311595	0.1367824817
676	0.7892878072	0.1367640992
677	0.7893056191	0.1367583186
678	0.7893453025	0.1367454391
679	0.7894317826	0.1367173671
680	0.7895080604	0.1366926021
681	0.7895523452	0.1366782222
682	0.7896568628	0.1366442777
683	0.7897053516	0.1366285271
684	0.7897745245	0.1366060544
685	0.7898039357	0.1365964982
686	0.7898515437	0.1365810283
687	0.7898975158	0.1365660882
688	0.7899243895	0.136557354
689	0.7899733885	0.1365414274
690	0.7900454401	0.1365180045
691	0.7901114463	0.1364965433
692	0.7901695285	0.1364776558
693	0.7902311869	0.1364576024
694	0.7902921764	0.1364377637
695	0.7903302475	0.1364253784
696	0.7903737764	0.1364112163
697	0.7904145883	0.1363979368
698	0.7904709155	0.1363796067
699	0.790538192	0.1363577103
700	0.7906215448	0.1363305766
701	0.7906984805	0.1363055271
702	0.7907558807	0.1362868352
703	0.7908330959	0.1362616866
704	0.7908839215	0.1362451304
705	0.79091048	0.1362364783
706	0.7909630742	0.1362193429
707	0.7910244639	0.136199339
708	0.7910611108	0.1361873963
709	0.7911293971	0.1361651398
710	0.7911575938	0.1361559486
711	0.7912366182	0.1361301859
712	0.7912842274	0.1361146626
713	0.7913257984	0.1361011066
714	0.7914310491	0.136066779
715	0.7914938683	0.1360462864
716	0.7915575657	0.1360255042
717	0.7915716749	0.1360209004
718	0.7916364366	0.1359997669
719	0.7916773075	0.1359864279
720	0.7917417748	0.1359653852
721	0.7917734793	0.1359550354
722	0.7918494384	0.1359302355
723	0.7918866385	0.1359180884
724	0.7919082025	0.1359110466
725	0.7919648343	0.1358925513
726	0.7920354013	0.1358695015
727	0.7920782815	0.1358554934
728	0.7921178636	0.1358425613
729	0.7921646237	0.1358272825
730	0.7922414514	0.1358021755
731	0.7922903423	0.1357861957
732	0.7923258427	0.1357745914
733	0.7923631076	0.1357624092
734	0.7924062556	0.1357483024
735	0.7924759829	0.1357255027
736	0.7925279041	0.1357085228
737	0.7925744133	0.135693311
738	0.7926470289	0.1356695571
739	0.792700468	0.1356520736
740	0.7927706283	0.135629116
741	0.7928290373	0.1356100007
742	0.792907194	0.1355844183
743	0.7929427581	0.1355727758
744	0.7930090013	0.1355510874
745	0.7930433917	0.1355398264
746	0.7930814912	0.1355273498
747	0.7931244811	0.1355132703
748	0.7931907314	0.1354915701
749	0.7932145372	0.1354837716
750	0.7932923335	0.1354582835
751	0.7934020907	0.1354223161
752	0.7934717752	0.1353994755
753	0.7935292674	0.1353806283
754	0.7935699658	0.1353672849
755	0.7936078025	0.1353548785
756	0.7936381525	0.1353449262
757	0.7936696973	0.1353345813
758	0.7937264064	0.1353159819
759	0.7937607355	0.1353047215
760	0.7937841264	0.1352970483
761	0.7938362605	0.1352799448
762	0.793879422	0.1352657833
763	0.7939465689	0.1352437491
764	0.7939949945	0.135227856
765	0.7940134173	0.1352218092
766	0.7940697936	0.1352033036
767	0.7941100475	0.1351900886
768	0.7941828383	0.1351661888
769	0.7942084511	0.1351577782
770	0.7942613285	0.1351404129
771	0.7943250037	0.1351194986
772	0.7943583742	0.1351085367
773	0.7944124539	0.1350907701
774	0.7944646696	0.1350736136
775	0.7945164779	0.1350565889
776	0.7945470429	0.1350465439
777	0.7945837242	0.1350344878
778	0.7946365897	0.1350171106
779	0.794685041	0.1350011824
780	0.7947103049	0.1349928763
781	0.7947657384	0.1349746492
782	0.7948049422	0.1349617572
783	0.7948350362	0.1349518601
784	0.7948913966	0.1349333226
785	0.7949273711	0.134921489
786	0.7949760079	0.1349054885
787	0.7950297133	0.1348878183
788	0.7951014503	0.1348642117
789	0.7951382311	0.1348521066
790	0.7951894886	0.1348352352
791	0.795214352	0.1348270506
792	0.795260093	0.1348119923
793	0.7953170527	0.1347932383
794	0.7953577326	0.1347798428
795	0.7953869062	0.1347702354
796	0.7954055908	0.1347640819
797	0.7954689004	0.1347432296
798	0.7955706821	0.134709699
799	0.7956375969	0.1346876503
800	0.7956960471	0.1346683877
801	0.7957509604	0.1346502883
802	0.7957851937	0.1346390037
803	0.7958396206	0.1346210607
804	0.7958498139	0.1346176999
805	0.7958808868	0.1346074548
806	0.7959177013	0.1345953154
807	0.7959704749	0.1345779118
808	0.796020471	0.1345614221
809	0.7960723447	0.134544311
810	0.7961230628	0.1345275789
811	0.7961511132	0.1345183241
812	0.7961864775	0.1345066553
813	0.7962255757	0.1344937533
814	0.7962754231	0.1344773023
815	0.7962906654	0.1344722715
816	0.7964211471	0.1344291979
817	0.7964716379	0.1344125266
818	0.796533618	0.1343920589
819	0.7965881786	0.1343740387
820	0.7967364969	0.1343250401
821	0.7967916051	0.13430683
822	0.7968133563	0.1342996418
823	0.7968747068	0.1342793649
824	0.7969213303	0.1342639534
825	0.7969536778	0.1342532598
826	0.79700285	0.1342370026
827	0.7970541311	0.1342200461
828	0.7971334213	0.1341938239
829	0.7971453715	0.1341898714
830	0.7971871269	0.1341760599
831	0.7972157275	0.1341665988
832	0.7972492846	0.1341554973
833	0.797288304	0.1341425876
834	0.7973213879	0.1341316407
835	0.797355325	0.1341204105
836	0.7973841726	0.1341108638
837	0.7974474782	0.1340899112
838	0.7974818782	0.1340785243
839	0.7975150928	0.1340675289
840	0.7975443891	0.1340578298
841	0.7976233106	0.134031698
842	0.797681795	0.1340123299
843	0.7977223517	0.1339988971
844	0.7977520978	0.1339890441
845	0.7977907745	0.1339762318
846	0.7978154072	0.1339680712
847	0.7978675061	0.1339508097
848	0.7979345497	0.1339285934
849	0.7979595182	0.1339203186
850	0.797989944	0.1339102345
851	0.7980379906	0.1338943087
852	0.798080272	0.1338802924
853	0.7981650122	0.1338521965
854	0.7982272903	0.1338315442
855	0.7982544999	0.1338225202
856	0.7982987873	0.1338078309
857	0.7983725568	0.1337833595
858	0.7984091268	0.1337712265
859	0.798437859	0.1337616931
860	0.7984530248	0.1337566608
861	0.7985030065	0.1337400746
862	0.7985462792	0.1337257131
863	0.7985855317	0.1337126845
864	0.7986166746	0.1337023467
865	0.7986412217	0.1336941978
866	0.7986773397	0.1336822068
867	0.7987440448	0.1336600582
868	0.798791409	0.1336443293
869	0.7988167496	0.1336359133
870	0.798841535	0.1336276812
871	0.7989164557	0.1336027944
872	0.7989443227	0.1335935364
873	0.7989894904	0.1335785295
874	0.7990340931	0.1335637087
875	0.7990932313	0.1335440553
876	0.7991325258	0.133530995
877	0.7991573196	0.1335227537
878	0.7992313573	0.1334981408
879	0.7993055469	0.1334734729
880	0.799335599	0.1334634793
881	0.7993538668	0.1334574041
882	0.7993656491	0.1334534857
883	0.7994011181	0.1334416889
884	0.7994253421	0.1334336315
